,Date,Rented Bike Count,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
7207,320,1364,7,13.2,60,0.5,2000,5.5,0.02,0.0,0.0,0,1,1
7208,320,2129,8,14.8,51,1.1,2000,4.7,0.59,0.0,0.0,0,1,1
7209,320,1120,9,17.7,48,1.5,2000,6.5,1.3,0.0,0.0,0,1,1
7210,320,907,10,19.9,47,1.8,1989,8.2,1.93,0.0,0.0,0,1,1
7211,320,1019,11,21.3,43,1.7,1998,8.2,2.42,0.0,0.0,0,1,1
7212,320,1189,12,23.2,42,1.4,2000,9.5,2.73,0.0,0.0,0,1,1
7213,320,1191,13,23.0,39,1.7,2000,8.2,2.28,0.0,0.0,0,1,1
7214,320,1305,14,24.6,34,1.5,2000,7.6,2.74,0.0,0.0,0,1,1
7215,320,1404,15,23.4,35,1.4,2000,7.0,1.39,0.0,0.0,0,1,1
7216,320,1636,16,23.6,31,1.1,2000,5.4,1.37,0.0,0.0,0,1,1
7217,320,2189,17,24.3,31,1.5,2000,6.0,1.17,0.0,0.0,0,1,1
7218,320,3154,18,22.5,38,0.8,2000,7.4,0.31,0.0,0.0,0,1,1
7219,320,2422,19,20.6,44,0.7,2000,7.9,0.01,0.0,0.0,0,1,1
7220,320,2098,20,19.5,47,1.2,2000,7.8,0.0,0.0,0.0,0,1,1
7221,320,1930,21,18.7,48,1.3,2000,7.4,0.0,0.0,0.0,0,1,1
7222,320,1801,22,17.9,50,1.0,2000,7.3,0.0,0.0,0.0,0,1,1
7223,320,1222,23,17.7,51,1.4,2000,7.4,0.0,0.0,0.0,0,1,1
7224,332,0,0,17.1,52,1.4,2000,7.1,0.0,0.0,0.0,0,1,0
7225,332,0,1,16.5,53,1.5,2000,6.8,0.0,0.0,0.0,0,1,0
7226,332,0,2,16.0,56,1.5,2000,7.2,0.0,0.0,0.0,0,1,0
7227,332,0,3,15.3,59,1.6,2000,7.3,0.0,0.0,0.0,0,1,0
7228,332,0,4,14.7,62,1.5,2000,7.4,0.0,0.0,0.0,0,1,0
7229,332,0,5,14.5,60,1.4,2000,6.8,0.0,0.0,0.0,0,1,0
7230,332,0,6,14.4,61,1.2,2000,6.9,0.0,0.0,0.0,0,1,0
7231,332,0,7,14.5,62,1.5,2000,7.2,0.03,0.0,0.0,0,1,0
7232,332,0,8,15.2,58,1.7,2000,6.9,0.29,0.0,0.0,0,1,0
7233,332,0,9,16.5,50,1.2,2000,6.0,0.66,0.0,0.0,0,1,0
7234,332,0,10,17.4,51,1.3,1989,7.1,0.81,0.0,0.0,0,1,0
7235,332,0,11,17.9,54,1.4,2000,8.4,0.73,0.0,0.0,0,1,0
7236,332,0,12,19.0,52,1.2,2000,8.9,0.98,0.0,0.0,0,1,0
7237,332,0,13,19.1,53,1.4,2000,9.2,0.76,0.0,0.0,0,1,0
7238,332,0,14,19.4,53,1.4,2000,9.5,0.68,0.0,0.0,0,1,0
7239,332,0,15,20.3,52,1.3,2000,10.1,1.15,0.0,0.0,0,1,0
7240,332,0,16,21.9,46,1.2,1995,9.7,1.67,0.0,0.0,0,1,0
7241,332,0,17,21.7,52,1.1,2000,11.4,0.79,0.0,0.0,0,1,0
7242,332,0,18,20.4,56,1.7,2000,11.3,0.2,0.0,0.0,0,1,0
7243,332,0,19,19.3,61,0.8,2000,11.5,0.01,0.0,0.0,0,1,0
7244,332,0,20,18.0,67,0.7,2000,11.7,0.0,0.0,0.0,0,1,0
7245,332,0,21,17.8,66,1.1,2000,11.3,0.0,0.0,0.0,0,1,0
7246,332,0,22,17.1,70,1.0,2000,11.5,0.0,0.0,0.0,0,1,0
7247,332,0,23,16.6,69,1.0,2000,10.8,0.0,0.0,0.0,0,1,0
7248,343,1037,0,16.6,69,1.0,2000,10.8,0.0,0.0,0.0,0,1,1
7249,343,982,1,16.2,71,0.9,2000,10.9,0.0,0.0,0.0,0,1,1
7250,343,690,2,15.8,71,1.1,2000,10.5,0.0,0.0,0.0,0,1,1
7251,343,493,3,15.5,73,1.0,2000,10.6,0.0,0.0,0.0,0,1,1
7252,343,301,4,15.4,74,0.9,2000,10.7,0.0,0.0,0.0,0,1,1
7253,343,208,5,15.0,77,0.5,2000,10.9,0.0,0.0,0.0,0,1,1
7254,343,290,6,14.6,81,1.0,2000,11.3,0.0,0.0,0.0,0,1,1
7255,343,513,7,14.7,76,0.8,2000,10.5,0.02,0.0,0.0,0,1,1
7256,343,848,8,15.7,65,1.2,2000,9.1,0.54,0.0,0.0,0,1,1
7257,343,1076,9,18.3,58,1.4,1958,9.8,1.24,0.0,0.0,0,1,1
7258,343,1071,10,20.8,52,1.5,2000,10.5,1.88,0.0,0.0,0,1,1
7259,343,1284,11,22.3,50,1.3,2000,11.3,2.36,0.0,0.0,0,1,1
7260,343,1495,12,23.8,44,1.7,2000,10.8,2.66,0.0,0.0,0,1,1
7261,343,1752,13,24.9,40,1.4,2000,10.3,2.75,0.0,0.0,0,1,1
7262,343,1892,14,26.2,33,1.8,2000,8.6,2.62,0.0,0.0,0,1,1
7263,343,2065,15,26.5,33,1.4,2000,8.9,2.25,0.0,0.0,0,1,1
7264,343,2254,16,26.6,34,1.3,2000,9.4,1.69,0.0,0.0,0,1,1
7265,343,2432,17,26.3,31,1.0,2000,7.8,1.03,0.0,0.0,0,1,1
7266,343,2397,18,24.8,41,0.5,2000,10.6,0.33,0.0,0.0,0,1,1
7267,343,2021,19,22.5,43,0.4,2000,9.2,0.0,0.0,0.0,0,1,1
7268,343,1835,20,21.3,46,0.1,2000,9.2,0.0,0.0,0.0,0,1,1
7269,343,1781,21,20.1,54,1.2,2000,10.4,0.0,0.0,0.0,0,1,1
7270,343,1501,22,19.3,55,0.5,2000,10.0,0.0,0.0,0.0,0,1,1
7271,343,1229,23,18.6,59,0.7,2000,10.4,0.0,0.0,0.0,0,1,1
7272,354,0,0,18.1,60,0.2,2000,10.2,0.0,0.0,0.0,0,1,0
7273,354,0,1,17.5,66,0.5,2000,11.0,0.0,0.0,0.0,0,1,0
7274,354,0,2,17.3,68,0.7,2000,11.3,0.0,0.0,0.0,0,1,0
7275,354,0,3,17.0,70,0.9,2000,11.4,0.0,0.0,0.0,0,1,0
7276,354,0,4,16.6,73,0.3,2000,11.7,0.0,0.0,0.0,0,1,0
7277,354,0,5,16.1,78,0.4,2000,12.2,0.0,0.0,0.0,0,1,0
7278,354,0,6,15.5,80,0.4,2000,12.0,0.0,0.0,0.0,0,1,0
7279,354,0,7,15.1,81,0.8,1939,11.8,0.03,0.0,0.0,0,1,0
7280,354,0,8,16.2,69,1.1,2000,10.4,0.54,0.0,0.0,0,1,0
7281,354,0,9,18.5,62,0.5,1847,11.0,1.0,0.0,0.0,0,1,0
7282,354,0,10,20.7,62,1.3,1679,13.1,1.41,0.0,0.0,0,1,0
7283,354,0,11,20.2,63,2.8,1195,12.9,1.25,0.0,0.0,0,1,0
7284,354,0,12,20.8,47,3.1,1665,9.0,2.0,0.0,0.0,0,1,0
7285,354,0,13,21.1,42,4.6,1954,7.6,2.74,0.0,0.0,0,1,0
7286,354,0,14,21.1,32,4.4,1999,3.7,2.48,0.0,0.0,0,1,0
7287,354,0,15,21.3,32,3.8,2000,3.9,2.31,0.0,0.0,0,1,0
7288,354,0,16,21.2,28,3.2,2000,1.9,1.77,0.0,0.0,0,1,0
7289,354,0,17,20.4,31,3.2,2000,2.6,1.06,0.0,0.0,0,1,0
7290,354,0,18,18.3,34,3.3,2000,2.1,0.36,0.0,0.0,0,1,0
7291,354,0,19,17.1,35,2.9,2000,1.4,0.0,0.0,0.0,0,1,0
7292,354,0,20,16.0,39,2.9,2000,2.0,0.0,0.0,0.0,0,1,0
7293,354,0,21,15.2,40,3.0,2000,1.6,0.0,0.0,0.0,0,1,0
7294,354,0,22,14.6,46,2.2,2000,3.0,0.0,0.0,0.0,0,1,0
7295,354,0,23,14.1,53,2.1,2000,4.6,0.0,0.0,0.0,0,1,0
7296,9,680,0,14.1,55,2.6,2000,5.1,0.0,0.0,0.0,0,1,1
7297,9,402,1,13.9,57,2.0,2000,5.5,0.0,0.0,0.0,0,1,1
7298,9,262,2,13.9,56,2.4,2000,5.2,0.0,0.0,0.0,0,1,1
7299,9,179,3,13.6,56,1.6,2000,4.9,0.0,0.0,0.0,0,1,1
7300,9,143,4,13.7,56,1.9,2000,5.0,0.0,0.0,0.0,0,1,1
7301,9,246,5,13.7,57,1.8,1999,5.3,0.0,0.0,0.0,0,1,1
7302,9,632,6,13.3,56,2.3,2000,4.6,0.0,0.0,0.0,0,1,1
7303,9,1429,7,13.1,58,2.1,1997,5.0,0.03,0.0,0.0,0,1,1
7304,9,2101,8,13.7,54,2.4,1960,4.5,0.39,0.0,0.0,0,1,1
7305,9,1106,9,14.9,50,3.4,1989,4.5,1.08,0.0,0.0,0,1,1
7306,9,856,10,16.3,47,3.6,1815,4.9,1.93,0.0,0.0,0,1,1
7307,9,959,11,17.0,45,4.5,1966,4.9,2.04,0.0,0.0,0,1,1
7308,9,1138,12,18.4,40,3.5,1958,4.5,2.28,0.0,0.0,0,1,1
7309,9,1087,13,17.6,49,4.7,2000,6.7,1.89,0.0,0.0,0,1,1
7310,9,1137,14,19.3,36,3.5,1986,3.8,2.28,0.0,0.0,0,1,1
7311,9,1258,15,19.0,40,3.8,1983,5.0,1.96,0.0,0.0,0,1,1
7312,9,1357,16,17.7,47,3.4,2000,6.2,0.81,0.0,0.0,0,1,1
7313,9,1799,17,17.2,53,2.9,2000,7.5,0.25,0.0,0.0,0,1,1
7314,9,2857,18,16.6,61,2.9,2000,9.0,0.16,0.0,0.0,0,1,1
7315,9,2122,19,16.2,62,2.2,2000,8.9,0.0,0.0,0.0,0,1,1
7316,9,1824,20,15.4,63,2.1,2000,8.3,0.0,0.0,0.0,0,1,1
7317,9,1777,21,14.6,66,4.0,2000,8.3,0.0,0.0,0.0,0,1,1
7318,9,1501,22,13.9,69,0.5,2000,8.2,0.0,0.0,0.0,0,1,1
7319,9,1057,23,13.4,69,3.7,2000,7.8,0.0,0.0,0.0,0,1,1
7320,21,0,0,13.0,72,1.8,1987,8.0,0.0,0.0,0.0,0,1,0
7321,21,0,1,12.5,74,1.9,1992,7.9,0.0,0.0,0.0,0,1,0
7322,21,0,2,12.3,75,1.6,1840,7.9,0.0,0.0,0.0,0,1,0
7323,21,0,3,11.8,78,0.3,1843,8.0,0.0,0.0,0.0,0,1,0
7324,21,0,4,11.2,80,0.3,1236,7.8,0.0,0.0,0.0,0,1,0
7325,21,0,5,10.8,82,0.3,1778,7.8,0.0,0.0,0.0,0,1,0
7326,21,0,6,10.6,81,0.0,1798,7.4,0.0,0.0,0.0,0,1,0
7327,21,0,7,10.4,81,0.3,1956,7.2,0.02,0.0,0.0,0,1,0
7328,21,0,8,11.2,69,0.9,1714,5.7,0.49,0.0,0.0,0,1,0
7329,21,0,9,13.9,66,1.6,1427,7.6,1.11,0.0,0.0,0,1,0
7330,21,0,10,16.7,58,2.4,1554,8.3,1.81,0.0,0.0,0,1,0
7331,21,0,11,18.3,44,3.0,1878,5.8,2.35,0.0,0.0,0,1,0
7332,21,0,12,19.4,41,3.1,1956,5.7,2.67,0.0,0.0,0,1,0
7333,21,0,13,20.4,36,2.6,1776,4.8,2.71,0.0,0.0,0,1,0
7334,21,0,14,21.5,39,2.5,1691,6.9,2.56,0.0,0.0,0,1,0
7335,21,0,15,21.8,38,2.6,1913,6.8,2.22,0.0,0.0,0,1,0
7336,21,0,16,21.7,36,3.2,1929,5.9,1.64,0.0,0.0,0,1,0
7337,21,0,17,21.2,40,2.4,2000,7.0,0.98,0.0,0.0,0,1,0
7338,21,0,18,19.2,48,2.2,2000,7.9,0.28,0.0,0.0,0,1,0
7339,21,0,19,17.6,57,1.7,2000,8.9,0.0,0.0,0.0,0,1,0
7340,21,0,20,16.8,62,2.0,2000,9.4,0.0,0.0,0.0,0,1,0
7341,21,0,21,16.2,65,1.5,2000,9.6,0.0,0.0,0.0,0,1,0
7342,21,0,22,15.5,69,0.8,1987,9.8,0.0,0.0,0.0,0,1,0
7343,21,0,23,14.8,68,0.1,1994,8.9,0.0,0.0,0.0,0,1,0
7344,33,1040,0,14.5,74,0.4,2000,9.9,0.0,0.0,0.0,0,0,1
7345,33,882,1,13.8,75,0.5,2000,9.4,0.0,0.0,0.0,0,0,1
7346,33,685,2,13.2,77,1.2,1972,9.2,0.0,0.0,0.0,0,0,1
7347,33,497,3,12.6,78,0.6,1907,8.8,0.0,0.0,0.0,0,0,1
7348,33,284,4,12.1,80,1.2,1834,8.7,0.0,0.0,0.0,0,0,1
7349,33,173,5,11.8,82,1.1,1878,8.8,0.0,0.0,0.0,0,0,1
7350,33,278,6,11.4,84,0.3,1742,8.7,0.0,0.0,0.0,0,0,1
7351,33,440,7,11.2,85,0.3,1593,8.7,0.02,0.0,0.0,0,0,1
7352,33,762,8,11.8,73,1.0,1649,7.1,0.49,0.0,0.0,0,0,1
7353,33,966,9,14.4,61,0.7,1340,6.9,1.21,0.0,0.0,0,0,1
7354,33,1113,10,17.3,53,0.7,1406,7.6,1.83,0.0,0.0,0,0,1
7355,33,1248,11,20.3,46,1.6,1409,8.2,2.29,0.0,0.0,0,0,1
7356,33,1634,12,21.4,40,1.4,1973,7.2,2.53,0.0,0.0,0,0,1
7357,33,1849,13,22.5,40,2.6,1854,8.2,2.64,0.0,0.0,0,0,1
7358,33,1995,14,23.4,35,1.6,1972,7.0,2.51,0.0,0.0,0,0,1
7359,33,2200,15,24.1,34,2.0,1996,7.2,2.14,0.0,0.0,0,0,1
7360,33,2112,16,24.0,34,2.7,2000,7.1,1.62,0.0,0.0,0,0,1
7361,33,2400,17,23.3,36,1.7,1960,7.3,0.95,0.0,0.0,0,0,1
7362,33,2235,18,21.5,43,1.8,2000,8.3,0.26,0.0,0.0,0,0,1
7363,33,1792,19,20.0,49,1.5,2000,8.9,0.0,0.0,0.0,0,0,1
7364,33,1744,20,18.6,55,1.5,2000,9.3,0.0,0.0,0.0,0,0,1
7365,33,1594,21,17.6,59,1.6,2000,9.4,0.0,0.0,0.0,0,0,1
7366,33,1393,22,16.9,63,0.2,2000,9.8,0.0,0.0,0.0,0,0,1
7367,33,1033,23,16.1,63,0.6,2000,9.0,0.0,0.0,0.0,0,0,1
7368,45,0,0,15.5,65,0.8,2000,8.9,0.0,0.0,0.0,0,1,0
7369,45,0,1,14.7,69,0.6,2000,9.0,0.0,0.0,0.0,0,1,0
7370,45,0,2,14.0,73,0.5,1992,9.2,0.0,0.0,0.0,0,1,0
7371,45,0,3,13.6,75,0.8,1960,9.2,0.0,0.0,0.0,0,1,0
7372,45,0,4,13.3,75,0.4,1792,8.9,0.0,0.0,0.0,0,1,0
7373,45,0,5,13.2,73,0.9,1857,8.4,0.0,0.0,0.0,0,1,0
7374,45,0,6,13.2,73,1.1,1900,8.4,0.0,0.0,0.0,0,1,0
7375,45,0,7,13.2,75,0.8,1780,8.8,0.01,0.0,0.0,0,1,0
7376,45,0,8,13.9,68,0.9,1912,8.0,0.34,0.0,0.0,0,1,0
7377,45,0,9,16.7,58,1.8,1821,8.3,1.22,0.0,0.0,0,1,0
7378,45,0,10,19.0,49,1.7,1980,8.0,1.73,0.0,0.0,0,1,0
7379,45,0,11,21.3,41,1.9,1963,7.5,2.36,0.0,0.0,0,1,0
7380,45,0,12,23.2,38,1.7,1990,8.0,2.44,0.0,0.0,0,1,0
7381,45,0,13,23.4,39,1.4,2000,8.6,1.72,0.0,0.0,0,1,0
7382,45,0,14,24.3,39,1.7,2000,9.4,2.18,0.0,0.0,0,1,0
7383,45,0,15,25.3,39,1.6,2000,10.3,1.88,0.0,0.0,0,1,0
7384,45,0,16,25.1,41,1.0,2000,10.9,1.22,0.0,0.0,0,1,0
7385,45,0,17,24.2,44,1.5,2000,11.1,0.58,0.0,0.0,0,1,0
7386,45,0,18,23.1,48,1.3,2000,11.4,0.2,0.0,0.0,0,1,0
7387,45,0,19,22.3,50,1.4,2000,11.3,0.0,0.0,0.0,0,1,0
7388,45,0,20,21.3,53,1.8,2000,11.3,0.0,0.0,0.0,0,1,0
7389,45,0,21,20.5,57,2.0,2000,11.6,0.0,0.0,0.0,0,1,0
7390,45,0,22,19.8,60,1.6,2000,11.8,0.0,0.0,0.0,0,1,0
7391,45,0,23,19.4,62,1.7,2000,11.9,0.0,0.0,0.0,0,1,0
7392,57,973,0,19.0,64,1.9,2000,12.0,0.0,0.0,0.0,0,1,1
7393,57,735,1,18.6,66,1.7,2000,12.1,0.0,0.0,0.0,0,1,1
7394,57,515,2,18.2,64,2.0,2000,11.2,0.0,0.0,0.0,0,1,1
7395,57,329,3,18.0,61,1.8,2000,10.3,0.0,0.0,0.0,0,1,1
7396,57,221,4,17.7,57,1.3,2000,9.0,0.0,0.0,0.0,0,1,1
7397,57,223,5,17.6,57,1.1,2000,8.9,0.0,0.0,0.0,0,1,1
7398,57,531,6,17.7,55,1.5,2000,8.5,0.0,0.0,0.0,0,1,1
7399,57,282,7,17.7,56,1.3,2000,8.8,0.0,0.0,0.0,0,1,1
7400,57,208,8,16.9,72,1.3,2000,11.8,0.04,0.3,0.0,0,1,1
7401,57,47,9,16.3,85,1.8,942,13.7,0.13,1.2,0.0,0,1,1
7402,57,33,10,15.8,89,1.8,742,13.9,0.18,1.5,0.0,0,1,1
7403,57,29,11,16.1,89,2.4,1112,14.2,0.4,1.5,0.0,0,1,1
7404,57,23,12,16.6,90,1.7,518,14.9,0.51,2.0,0.0,0,1,1
7405,57,22,13,16.9,95,1.6,325,16.0,0.48,4.0,0.0,0,1,1
7406,57,17,14,17.2,95,1.6,553,16.3,0.48,2.5,0.0,0,1,1
7407,57,8,15,17.2,96,0.6,213,16.5,0.26,4.0,0.0,0,1,1
7408,57,28,16,17.1,97,1.7,382,16.6,0.15,6.0,0.0,0,1,1
7409,57,66,17,16.9,97,2.1,728,16.4,0.08,5.5,0.0,0,1,1
7410,57,74,18,16.7,96,1.6,1461,16.0,0.03,1.0,0.0,0,1,1
7411,57,55,19,16.6,96,2.4,1072,15.9,0.0,1.5,0.0,0,1,1
7412,57,44,20,16.5,96,2.7,1047,15.8,0.0,1.0,0.0,0,1,1
7413,57,32,21,16.5,96,2.2,963,15.8,0.0,1.5,0.0,0,1,1
7414,57,23,22,16.2,92,2.6,1771,14.8,0.0,1.5,0.0,0,1,1
7415,57,4,23,16.3,91,1.8,1811,14.8,0.0,0.5,0.0,0,1,1
7416,69,0,0,16.4,94,1.8,1744,15.4,0.0,1.0,0.0,0,1,0
7417,69,0,1,16.7,89,2.4,1814,14.8,0.0,1.0,0.0,0,1,0
7418,69,0,2,16.9,88,2.5,2000,14.8,0.0,1.5,0.0,0,1,0
7419,69,0,3,16.8,90,3.3,1601,15.1,0.0,2.0,0.0,0,1,0
7420,69,0,4,16.9,89,2.7,1577,15.0,0.0,2.5,0.0,0,1,0
7421,69,0,5,16.7,93,2.8,360,15.5,0.0,4.5,0.0,0,1,0
7422,69,0,6,16.5,96,2.3,417,15.8,0.0,8.5,0.0,0,1,0
7423,69,5,7,16.5,97,2.3,364,16.0,0.0,9.5,0.0,0,1,1
7424,69,6,8,16.6,97,2.0,457,16.1,0.01,9.0,0.0,0,1,1
7425,69,5,9,16.7,97,2.9,550,16.2,0.05,6.0,0.0,0,1,1
7426,69,2,10,17.0,97,1.5,676,16.5,0.15,6.0,0.0,0,1,1
7427,69,20,11,17.5,95,2.0,1214,16.6,0.35,3.5,0.0,0,1,1
7428,69,130,12,18.0,92,2.9,1999,16.6,0.45,1.0,0.0,0,1,1
7429,69,529,13,17.7,89,5.0,2000,15.8,0.62,0.5,0.0,0,1,1
7430,69,941,14,19.3,79,3.6,2000,15.5,1.36,0.0,0.0,0,1,1
7431,69,1236,15,21.0,67,4.1,2000,14.6,2.05,0.0,0.0,0,1,1
7432,69,1601,16,21.5,62,3.4,2000,13.9,1.26,0.0,0.0,0,1,1
7433,69,1870,17,21.1,64,1.2,2000,14.0,0.4,0.0,0.0,0,1,1
7434,69,2012,18,20.5,66,1.2,2000,13.9,0.16,0.0,0.0,0,1,1
7435,69,1761,19,19.7,72,0.6,2000,14.5,0.0,0.0,0.0,0,1,1
7436,69,1567,20,19.4,67,0.8,2000,13.1,0.0,0.0,0.0,0,1,1
7437,69,1731,21,18.5,78,0.1,2000,14.5,0.0,0.0,0.0,0,1,1
7438,69,1459,22,17.7,78,0.3,2000,13.8,0.0,0.0,0.0,0,1,1
7439,69,1162,23,16.9,84,0.9,2000,14.1,0.0,0.0,0.0,0,1,1
7440,81,1049,0,16.3,86,0.3,2000,13.9,0.0,0.0,0.0,0,1,1
7441,81,768,1,16.0,88,1.2,2000,14.0,0.0,0.0,0.0,0,1,1
7442,81,538,2,15.7,88,0.4,2000,13.7,0.0,0.0,0.0,0,1,1
7443,81,372,3,15.5,88,1.7,1998,13.5,0.0,0.0,0.0,0,1,1
7444,81,255,4,15.1,90,1.2,850,13.4,0.0,0.0,0.0,0,1,1
7445,81,146,5,15.1,89,1.1,1615,13.2,0.0,0.0,0.0,0,1,1
7446,81,189,6,14.8,89,0.2,1490,12.9,0.0,0.0,0.0,0,1,1
7447,81,345,7,14.3,89,0.6,1165,12.5,0.03,0.0,0.0,0,1,1
7448,81,589,8,14.6,71,1.0,1896,9.3,0.43,0.0,0.0,0,1,1
7449,81,753,9,16.2,60,1.9,1899,8.4,1.16,0.0,0.0,0,1,1
7450,81,932,10,18.1,56,2.6,1720,9.1,1.79,0.0,0.0,0,1,1
7451,81,1188,11,19.1,56,2.4,1802,10.1,2.15,0.0,0.0,0,1,1
7452,81,1516,12,19.8,46,2.5,1837,7.8,2.3,0.0,0.0,0,1,1
7453,81,1714,13,20.1,41,3.0,1963,6.4,2.34,0.0,0.0,0,1,1
7454,81,1987,14,20.2,42,2.8,1832,6.8,1.87,0.0,0.0,0,1,1
7455,81,2167,15,20.4,36,2.8,2000,4.8,1.56,0.0,0.0,0,1,1
7456,81,2270,16,20.7,34,2.0,2000,4.2,1.23,0.0,0.0,0,1,1
7457,81,2255,17,19.4,32,3.2,2000,2.2,0.63,0.0,0.0,0,1,1
7458,81,2069,18,17.9,29,2.8,2000,-0.4,0.16,0.0,0.0,0,1,1
7459,81,1608,19,16.6,36,1.4,2000,1.4,0.0,0.0,0.0,0,1,1
7460,81,1519,20,15.5,37,1.9,2000,0.8,0.0,0.0,0.0,0,1,1
7461,81,1385,21,14.4,36,1.0,2000,-0.5,0.0,0.0,0.0,0,1,1
7462,81,1160,22,13.6,38,1.5,2000,-0.4,0.0,0.0,0.0,0,1,1
7463,81,840,23,12.9,38,1.5,2000,-1.1,0.0,0.0,0.0,0,1,1
7464,93,711,0,12.3,44,0.8,2000,0.3,0.0,0.0,0.0,0,1,1
7465,93,390,1,11.7,52,1.1,2000,2.1,0.0,0.0,0.0,0,1,1
7466,93,265,2,11.1,56,1.4,2000,2.6,0.0,0.0,0.0,0,1,1
7467,93,192,3,10.8,59,0.5,2000,3.0,0.0,0.0,0.0,0,1,1
7468,93,123,4,10.4,61,0.6,2000,3.1,0.0,0.0,0.0,0,1,1
7469,93,215,5,9.8,63,0.5,2000,3.0,0.0,0.0,0.0,0,1,1
7470,93,503,6,9.5,68,0.9,2000,3.8,0.0,0.0,0.0,0,1,1
7471,93,1206,7,9.2,72,1.0,2000,4.4,0.01,0.0,0.0,0,1,1
7472,93,2005,8,9.9,66,1.2,2000,3.8,0.35,0.0,0.0,0,1,1
7473,93,1166,9,12.2,51,0.7,1918,2.3,1.02,0.0,0.0,0,1,1
7474,93,943,10,15.0,44,0.5,1839,2.8,1.48,0.0,0.0,0,1,1
7475,93,1117,11,17.9,39,1.3,1873,3.7,2.06,0.0,0.0,0,1,1
7476,93,1238,12,19.2,31,0.5,1994,1.6,2.4,0.0,0.0,0,1,1
7477,93,1303,13,20.2,28,1.3,2000,1.0,2.25,0.0,0.0,0,1,1
7478,93,1358,14,20.2,24,1.5,2000,-1.0,1.8,0.0,0.0,0,1,1
7479,93,1502,15,20.6,26,1.2,2000,0.4,1.76,0.0,0.0,0,1,1
7480,93,1603,16,20.3,25,1.8,2000,-0.3,1.15,0.0,0.0,0,1,1
7481,93,2127,17,20.0,28,0.7,2000,0.9,0.79,0.0,0.0,0,1,1
7482,93,2787,18,18.1,39,1.0,2000,3.9,0.21,0.0,0.0,0,1,1
7483,93,2150,19,16.4,42,1.8,2000,3.4,0.0,0.0,0.0,0,1,1
7484,93,1838,20,15.5,45,2.2,2000,3.6,0.0,0.0,0.0,0,1,1
7485,93,1788,21,15.1,48,2.6,2000,4.1,0.0,0.0,0.0,0,1,1
7486,93,1636,22,14.4,49,1.1,2000,3.8,0.0,0.0,0.0,0,1,1
7487,93,1196,23,13.5,55,0.5,2000,4.6,0.0,0.0,0.0,0,1,1
7488,105,0,0,12.6,54,0.2,2000,3.5,0.0,0.0,0.0,0,0,0
7489,105,0,1,12.0,58,0.7,2000,3.9,0.0,0.0,0.0,0,0,0
7490,105,0,2,11.4,65,1.1,2000,5.0,0.0,0.0,0.0,0,0,0
7491,105,0,3,11.0,66,0.9,2000,4.8,0.0,0.0,0.0,0,0,0
7492,105,0,4,11.0,63,0.8,2000,4.2,0.0,0.0,0.0,0,0,0
7493,105,0,5,10.8,64,0.8,2000,4.2,0.0,0.0,0.0,0,0,0
7494,105,0,6,10.8,69,0.8,2000,5.3,0.0,0.0,0.0,0,0,0
7495,105,0,7,10.9,70,0.7,2000,5.6,0.0,0.0,0.0,0,0,0
7496,105,0,8,11.4,66,0.8,1991,5.2,0.18,0.0,0.0,0,0,0
7497,105,0,9,12.8,57,1.2,1838,4.4,0.55,0.0,0.0,0,0,0
7498,105,0,10,14.8,51,1.0,1998,4.7,1.07,0.0,0.0,0,0,0
7499,105,0,11,16.4,45,0.7,2000,4.4,1.22,0.0,0.0,0,0,0
7500,105,0,12,18.3,40,0.6,1995,4.4,1.82,0.0,0.0,0,0,0
7501,105,0,13,19.2,39,1.0,2000,4.8,1.66,0.0,0.0,0,0,0
7502,105,0,14,18.8,39,1.6,2000,4.5,0.67,0.0,0.0,0,0,0
7503,105,0,15,18.3,40,1.2,2000,4.4,0.33,0.0,0.0,0,0,0
7504,105,0,16,19.0,39,1.4,2000,4.7,0.89,0.0,0.0,0,0,0
7505,105,0,17,18.4,39,2.1,2000,4.1,0.45,0.0,0.0,0,0,0
7506,105,0,18,17.7,43,1.5,2000,4.9,0.05,0.0,0.0,0,0,0
7507,105,0,19,17.3,47,2.2,2000,5.8,0.0,0.0,0.0,0,0,0
7508,105,0,20,17.0,49,1.4,2000,6.1,0.0,0.0,0.0,0,0,0
7509,105,0,21,16.8,52,1.6,2000,6.8,0.0,0.0,0.0,0,0,0
7510,105,0,22,16.7,55,1.9,2000,7.6,0.0,0.0,0.0,0,0,0
7511,105,0,23,16.6,53,1.1,2000,6.9,0.0,0.0,0.0,0,0,0
7512,117,643,0,16.6,53,0.9,2000,6.9,0.0,0.0,0.0,0,1,1
7513,117,144,1,16.6,57,1.5,2000,8.0,0.0,0.0,0.0,0,1,1
7514,117,55,2,14.4,91,0.4,402,12.9,0.0,4.5,0.0,0,1,1
7515,117,90,3,14.3,95,1.0,967,13.5,0.0,2.5,0.0,0,1,1
7516,117,82,4,14.3,92,2.0,714,13.0,0.0,0.0,0.0,0,1,1
7517,117,152,5,13.6,89,2.7,990,11.8,0.0,0.0,0.0,0,1,1
7518,117,441,6,12.6,86,1.9,1430,10.3,0.0,0.0,0.0,0,1,1
7519,117,1220,7,12.3,84,3.2,1220,9.6,0.0,0.0,0.0,0,1,1
